Date	Spintronic synapses/neurons (MTJ-based)	Co-design of learning rules with device physics	Hybrid CMOS + spintronic integration	Low-power continual learning	Stochastic and probaility MTJ operation	Nonvolatile synaptic weight state engineering	Multilevel and analog-like MTJ synapse operation	Energy barrier and Anisotropy engineering	Switching mechanism engineering	Geometry and materials structure engineering	Endurance and reliability properties	Resistive Switching Physics	Hebbian/Spike-Timing-Dependent Plasticity (STDP)	Physical Reservoir Computing (PRC) 	Stochastic Computing (SC) (in low power)	Physics-Informed Neuromorphic Learning (PINL)	Stability-Plasticity	Hardware-Algorithm Synergy (in BCI data)	Stability-Plasticity Balancing	Synaptic-Plasticity Modelling (in Spiking Neural Network)	CMOS-spintronic circuit integration	CMOS-compatible fabrication process integration 	MRAM (or MTJ) array architecture 	MRAM (or MTJ) PIM (process-in-memory) architecture	Spintronic neuromorphic architecture	Parameter-Efficient Fine-Tuning (PEFT)	Dynamic Neural Architectures 	Knowledge Distillation (in AI/ML)	Feature Buffering (in AI/ML)	Dynamic Pruning (in AI/ML)	Stability-Plasticity theory (in neuroscience and AI)	Hyperdimensional Computing (HDC) (in energy efficiency) 	Developmental Principles (in AI and energy efficiency) 	Aux_GenAI_LLM_Volume	Aux_Pure_Material_Spintronics	Aux_Application_Demand_BCI_TinyML	Aux_Pure_Algorithmic_Plasticity
2018-10	16.88199903	0.804821457	9.733776025	14.36429857	1.718838298	0.731927258	1.402115604	2.729257862	2.721514955	2.107907481	3.270469953	0.132196912	-0.138618269	1.011115486	5.459998322	1.40662769	0	0.203508058	-0.031514863	0.339277824	1.795357193	4.471131462	3.791333888	12.56148991	2.831054277	0.540883587	0.213604891	0	0.165088278	0.1	0.004250844	0.774126324	0	18.56506709	127.3407638	312.9594118	36.197675
2018-11	16.22432521	0.82671118	9.053777956	14.96555393	1.560169193	0.675670405	1.422337652	2.695349081	2.545733071	2.316043205	3.104410846	0.128573949	-0.145717782	1.108491848	4.90370236	2.104303808	0	0.188210044	-0.042250105	0.348282241	1.933978035	4.568305847	3.459223999	12.56685562	2.702186113	0.560601294	0.212015142	0	0.165228955	0.108	0.005888609	0.699095608	0	18.93029225	130.6657396	327.665057	37.07426214
2018-12	16.00793227	1.329877707	8.040704136	14.82737267	1.586163615	0.711525829	1.332090742	2.530924196	2.456614714	2.217044492	3.112869433	0.322741804	0.850807012	1.093960738	4.604961948	2.250126238	0	0.17067763	-0.051066821	0.349420572	1.700057232	4.564396676	3.191140618	11.68034764	3.232161044	0.567135204	0.206344066	0	0.162050986	0.11304	0.207244826	0.617586051	0	19.26038904	128.124903	322.2268365	40.20170532
2019-01	19.21301997	1.656130027	7.888123615	15.38646208	1.517835322	0.949565194	1.324226708	4.132323317	2.467275898	2.583604761	3.918224772	0.731038037	1.130663186	1.059003523	8.103996338	2.276363901	0	0.151484905	-0.057980529	0.443456658	1.755527365	5.049590489	2.906042763	11.74888351	3.284495261	0.56167302	0.297113215	0	0.155949794	0.1153152	0.324320524	0.731875728	0	19.05226837	124.795652	313.3679014	38.53237009
2019-02	18.43333851	1.676634514	6.793038673	15.22191332	1.445983152	0.904809319	1.410664544	4.150936058	2.187525446	2.561836907	3.684680082	0.763883887	1.199920479	1.00636196	7.811047362	2.174450519	0	0.131181754	-0.063043256	0.439220002	1.630339937	4.865273111	2.611333838	11.29558812	3.105906151	0.545523593	0.292863186	0	0.147339725	0.115056576	0.343202242	0.660098924	0	18.4639144	121.9834131	303.0075017	38.47932097
2019-03	21.54295842	2.061555863	6.671601453	14.86938116	1.572396536	0.846432845	1.900245305	4.504668805	2.191999531	2.811009101	3.900796259	1.078167473	1.638253633	0.938857313	8.191172336	2.139239465	0	0.110285284	-0.066338845	0.426622612	1.805064454	4.842082009	3.013869129	11.48171051	2.983057829	0.520078637	0.283180895	0	0.136643868	0.112522683	0.353331744	0.582297821	0	18.58511754	122.0927298	299.602992	37.96199034
2019-04	22.51075717	2.246753959	5.928875925	14.63471459	1.41472065	0.776965362	1.822863084	4.3329349	2.312186216	2.759043894	3.817284894	1.399459352	2.079988399	0.959325985	7.729461366	1.984764727	0	0.089272755	-0.067978098	0.506752508	1.706215229	4.704368376	3.075873508	11.27958645	2.732833183	0.486776604	0.268803216	0	0.12428472	0.107991725	0.45538166	0.500630872	0	18.50249801	118.9692603	293.0868734	39.65715297
2019-05	22.77156091	2.408497167	6.501845432	14.75082039	1.244517941	0.898905319	2.216761823	4.091715688	2.454110509	2.577094329	3.805778967	1.420632855	2.21594992	0.87856127	7.459332266	2.106042168	0	0.068576023	-0.068093863	0.488734365	1.603126623	5.14633874	3.45015998	14.15208307	2.652974337	0.547069242	0.25048724	0	0.110675793	0.101754029	0.458118952	0.417118001	0	18.89809048	117.6387525	295.3806292	41.96965628
2019-06	24.77085305	2.34589611	6.207481079	13.7602992	1.066445143	0.830673175	2.126935452	3.992784084	2.412760162	2.361797834	3.779308053	1.411276351	2.213996291	0.788301802	6.82702943	2.133071022	0	0.048577444	-0.066836175	0.462743349	1.998284344	5.321185292	3.158014604	13.35428836	3.36804189	0.510391232	0.228993117	0	0.096214242	0.094105022	0.451420135	0.333614057	0	19.51616189	120.7485204	306.9773968	42.19151613
2019-07	24.47479891	2.342637237	6.03840354	12.87362415	1.084850723	0.752650781	2.003553009	4.163889958	2.167289646	2.220795032	4.13989807	1.374629971	2.167958099	0.691302244	6.12141629	2.55473557	0	0.029607175	-0.064367533	0.430096567	2.033960607	5.492123483	2.931923474	14.38918736	3.144241849	0.467173197	0.205068544	0	0.081274561	0.085338815	0.536362798	0.351788226	0	20.26210293	120.0723411	319.2749397	43.68735968
2019-08	23.55885422	2.212851506	5.605465684	12.63814412	1.11971873	0.767377611	1.85243775	4.034607446	1.903020389	1.96947661	3.921631124	1.314155629	2.083164564	0.590176596	5.363936138	2.403138952	0	0.011941788	-0.060858403	0.392112532	1.965390031	5.356125385	2.589802987	13.45281271	2.879936975	0.418933503	0.179435058	0	0.066203357	0.075742453	0.522083938	0.281109213	0	21.6282078	124.3623329	333.9972296	47.27987167
2019-09	27.5233269	2.051787319	5.5837123	12.03344921	1.168705561	0.785284206	1.879385262	3.877561036	1.92711765	1.703900497	3.666758249	1.233445609	2.265187092	0.587359982	6.274925278	2.518639217	0	-0.004195895	-0.056483019	0.35008465	1.984368712	5.08660459	2.43009849	12.36101927	3.18446385	0.367139108	0.152776219	0	0.051315207	0.065590877	0.598791285	0.211875918	0	22.44513802	122.6360789	340.3873458	47.50753504
2019-10	26.22088578	1.865793804	5.112460008	12.5285548	1.229419599	0.905694457	1.706050318	4.098668046	2.070262832	1.730803986	3.384037498	1.136137678	2.143703625	0.79307783	6.909316999	2.43221667	0	-0.018635892	0.048584487	0.305257864	2.001762151	4.982303782	2.277762472	12.65118479	3.114848759	0.31318137	0.125727739	0	0.036889567	0.055142642	0.575852072	0.445328434	0	23.23147247	125.2497287	346.9307035	50.60228136
2019-11	28.10427106	1.661083764	6.646083746	12.22357875	1.09947384	0.835949794	2.015927861	3.735690995	2.037688239	1.680401046	3.381908071	1.125837787	2.191494432	1.122362336	6.302083207	2.525792045	0	-0.031259172	0.062173553	0.258808598	2.417381003	4.768786979	2.335104807	12.47931006	3.629898203	0.258355778	0.098869553	0	0.0231687	0.044636377	0.543689739	0.406529129	0	23.97454402	125.937019	354.7811114	54.03550743
2019-12	28.81723239	1.743623053	7.053423434	12.22462872	1.460533181	0.956460602	2.054499093	4.134297828	1.907617341	1.94143038	3.192353426	1.11405113	2.630676269	1.076271145	6.429531131	2.419494042	0	-0.04199494	0.073160241	0.211828088	2.66309035	4.741246117	2.220010812	11.4950366	3.780844738	0.20384563	0.072719794	0	0.010356546	0.034288012	0.503869844	0.563479173	0	25.46381753	123.1568398	351.0908563	53.96470074
2020-01	32.12255294	1.543035952	9.278960686	12.56108112	1.656275924	1.085791116	2.48812322	4.970358022	2.672401186	2.637528172	4.197907177	1.201162115	2.693326398	1.11326365	7.275643639	2.495435958	0	-0.050817233	0.281585056	0.265309066	3.010966955	5.721634419	1.912026	12.53928976	4.121079725	0.450709585	0.047730615	0.1	0.098618476	0.024288722	0.457954542	0.633464628	0	25.35488735	117.1315418	338.3478095	53.0416807
2020-02	32.43489037	1.431646842	9.456364998	12.05266666	1.759318874	1.120472757	2.44862247	4.763405036	2.507258622	2.491265622	3.998947409	1.09553876	2.535844986	1.144291631	7.991632024	2.573874963	0	-0.057740951	0.303535688	0.228135765	3.16383656	6.089551202	2.09659915	12.70833181	3.964869619	0.423872952	0.024285742	0.108	0.096081844	0.014803587	0.407471679	0.603782246	0	26.18975243	113.9261427	336.6721113	51.47012906
2020-03	34.32729625	1.222763706	10.54690158	11.31404031	1.756871152	1.449276779	2.484099346	5.101879247	2.408485142	2.509804014	4.159904669	0.978566965	2.543394815	1.269330982	7.83618893	2.552992569	0	-0.062817479	0.317220543	0.19011708	2.998142474	6.458885283	2.120783001	12.78630301	4.264983131	0.391242523	0.202699641	0.11304	0.091877238	0.005970894	0.353887669	0.664992456	0	27.27733596	113.2827607	343.3505406	51.58633
2020-04	34.66391562	1.01031361	10.33744647	10.24299579	1.639530779	1.396214863	2.406346547	5.344468453	2.891419308	2.816292487	3.821568111	0.95372101	2.339321765	1.396479778	7.219566367	2.923138562	0	-0.066130005	0.323192502	0.152097921	2.989054947	6.422108251	1.860132808	12.86075104	3.969785629	0.354050287	0.199218158	0.1153152	0.086255548	-0.002097948	0.298584307	0.626781797	0	28.13061441	113.5780617	343.4341162	50.41918424
2020-05	34.39359474	1.298902251	9.902187944	10.2341958	1.501133827	1.420534841	2.208242097	5.075909369	2.908231671	2.935806263	3.640633846	1.132285231	2.108869585	1.322984099	7.220214733	2.917807185	0	-0.067788677	0.322103414	0.114838719	2.761095073	6.240566756	1.788344977	12.13053924	4.924712165	0.413496269	0.19210046	0.115056576	0.079470916	-0.009317946	0.242839595	0.579856568	0	28.71595274	113.9522713	356.7606519	50.98036938
2020-06	31.80243406	1.132653983	9.55241151	10.0015919	1.346553894	1.334012125	1.98578325	4.852688006	2.705198164	2.844652536	3.54498033	1.030347325	1.859285231	1.530378306	6.516393967	2.694652802	0	-0.067925709	0.314681168	0.079008664	2.500709286	6.812368076	1.82796903	11.03073783	5.045651804	0.378727727	0.181852522	0.112522683	0.071775329	-0.015629586	0.187812562	0.52602673	0	29.90843817	113.7500146	356.639321	51.96582861
2020-07	31.55434076	0.960377462	8.82656449	10.31221655	1.580500877	1.229461437	1.745854623	4.594735019	3.468364044	2.925721131	3.34799256	0.917996262	1.797473608	2.246425526	7.352627399	2.839920802	0	-0.066690524	0.301707522	0.14518144	2.316347891	6.610741902	2.987071297	10.66030181	4.933584443	0.339861485	0.168992328	0.107991725	0.063413794	-0.02099747	0.134531981	0.467059341	0	31.3635063	118.6729832	365.6573368	52.79342535
2020-08	30.95996997	0.786121044	9.416770882	10.3055344	1.739443144	1.51077659	1.795001766	5.210682631	4.385846056	2.800168444	3.143743715	0.798520381	1.545893675	2.205939513	10.37818494	2.793863585	0	-0.064245047	0.283997091	0.12183331	2.324095678	6.557063508	3.250521912	10.71370336	5.074052129	0.698084637	0.254038306	0.101754029	0.054620136	-0.025408616	0.083888818	0.404647505	0	31.38579749	118.8101953	374.5804042	53.82239391
2020-09	29.70583687	1.013567847	9.159621217	10.33340979	1.607702321	1.513744696	1.863334159	4.980821829	5.043862945	2.651167656	4.03704488	0.675021681	1.288553861	2.525383312	10.43362303	2.536534818	0	-0.060759216	0.262377761	0.098383327	2.044586773	6.077611683	3.502617027	14.82749068	4.898992004	0.886523781	0.245498921	0.094105022	0.045613442	-0.028870476	0.236632196	0.840383902	0	33.13814361	122.1774823	390.7795569	56.05201773
2020-10	27.16300034	0.877998612	10.16499409	10.59182943	1.456981534	1.506141097	1.74756663	4.51433067	4.895200886	2.484043594	4.020275032	0.550372417	1.131176952	2.642375064	9.874844846	2.354208232	0	-0.056406784	0.237672809	0.075310676	2.252137023	5.544552806	3.33945029	14.81334946	4.483458051	0.878388536	0.232903495	0.085338815	0.036595148	-0.03140874	0.209368592	0.815738981	0	36.49249224	127.144491	396.4632031	60.25763882
2020-11	25.07118745	0.738426329	10.6465298	9.992570527	1.292193195	1.389175036	1.528424521	4.004202014	4.763501016	2.203951067	3.684776667	0.427180631	0.986914195	3.03482014	9.174447585	2.063030139	0	-0.05136146	0.210684895	0.053039076	2.693889508	5.073908762	3.62581122	13.78435537	4.819808333	0.853499044	0.216909543	0.075742453	0.027746781	-0.033065002	0.180643976	0.777243773	0	37.14155617	130.5319089	393.7892206	64.33754502
2020-12	22.3471321	0.598042748	10.72698134	9.753386101	1.118039826	1.55612208	2.000628133	3.565002183	5.069701112	2.207788771	3.509132606	0.307764411	0.75733943	3.627324306	8.360601099	2.059709253	0	-0.045793439	0.182182076	0.031933855	2.977588953	4.888850946	4.111019833	13.48257359	4.78612742	0.81402852	0.198176794	0.065590877	0.019228314	-0.033894339	0.151178942	0.72705321	0	37.28288258	129.2699469	386.546852	65.2627097
2021-01	25.38853965	1.45973667	11.4648481	10.62305239	0.938940998	1.535251979	1.925598821	4.918422292	6.063887177	2.927086929	4.820870299	0.394134524	1.135575352	4.928031568	9.26092724	2.975526271	0	-0.039866351	0.252885896	0.012300479	2.773366676	4.924521893	4.405487189	13.72131851	5.24009205	0.762224479	0.277353785	0.155142642	0.011177128	-0.033962855	0.721636833	0.767340639	0	36.5044187	127.8287822	379.3177832	63.79010372
2021-02	23.41803565	1.406066466	12.11963123	11.79329101	0.758973232	1.505763848	1.739560463	4.818131944	5.897376891	3.015913533	4.845016816	0.403984936	0.973276175	5.280107474	9.946002222	2.880251061	0	-0.033734645	0.231461617	-0.005615569	2.534099292	4.598135308	4.382398065	14.66176256	4.923858375	0.700356352	0.263066001	0.152636377	0.003707519	-0.033345262	0.740616198	0.708252512	0	35.37371284	130.2151582	366.9452656	61.46895626
2021-03	22.57622134	1.429641953	11.76654341	12.35063995	0.581822778	1.569109253	2.137334732	4.691507991	6.349570096	3.295539206	4.729848345	0.524770608	0.907741393	5.271373639	9.863649661	2.756898351	0	-0.027541417	0.207550533	-0.021627701	2.568076661	4.672424675	4.413969892	14.95492696	4.560770901	0.63066791	0.244945675	0.147328012	-0.003089281	-0.032122523	0.742885303	0.640908148	0	36.4286033	135.2385935	374.8710945	60.55054442
2021-04	21.30706403	1.842267053	11.71343351	13.30524119	1.410750915	1.734737933	2.77258488	4.943716275	6.089552579	4.381291527	5.471599755	0.662982301	0.850605261	5.078085715	10.43225936	2.610742945	0	-0.021416683	0.181879547	-0.035606066	2.40729476	4.685836611	4.414105138	15.01967638	4.462776756	0.555334955	0.223738469	0.139603922	-0.009144614	-0.030379608	0.730069791	0.667480058	0	36.80943265	135.8549135	373.7869186	59.07296288
2021-05	21.17868117	2.176784301	11.11136593	13.27827748	1.328571219	1.809108986	3.048858315	6.211829404	5.953745762	4.530842786	5.349744028	0.614113178	0.802170636	5.202564869	9.915362907	3.046988221	0	-0.015476089	0.155138069	-0.047474473	2.134445154	4.924190622	4.785944757	15.53755734	4.065326491	0.476428596	0.200177213	0.129860163	-0.014411522	-0.028203392	0.703934435	0.598045175	0	39.53599041	141.2725031	385.4154219	59.44168024
2021-06	19.79956297	2.114314139	10.72727779	13.3684446	1.328038068	1.679860754	3.21652724	6.168894632	6.472444711	4.334822063	5.373078994	0.657848704	0.762536062	5.19054481	9.511848839	2.818669205	0	-0.009820032	0.127967977	-0.05720655	2.146191605	4.50022542	4.764881519	14.95289905	3.546314722	0.395884301	0.174968539	0.118493577	-0.018863509	-0.02568073	0.666333925	0.523592877	0	42.89917259	146.6228837	400.8127664	62.46469225
2021-07	17.94236533	2.01580471	9.807052902	13.00222611	1.220997471	1.62994013	3.063098729	6.266875445	6.709824872	4.371706971	5.166618883	0.604053703	0.631614224	4.935915861	8.558449201	2.656808706	0	-0.004533181	0.100955535	-0.064821288	1.973839579	4.248652229	4.610626975	13.9676486	3.008277835	0.715476749	0.148781362	0.105893778	-0.022493027	-0.022896719	0.619166788	0.446113951	0	44.8680531	146.3657686	395.7541212	64.73610922
2021-08	15.29204016	1.88683013	9.522709449	12.45258495	1.100240985	1.572412766	3.163751093	6.029720668	6.929270518	4.277469249	5.217472406	0.543557129	0.501152285	5.128031489	7.729220543	2.777998083	0	0.000315649	0.074625226	-0.070378126	1.799245964	4.097263312	4.519585345	13.78157023	3.063879081	0.668800418	0.222237275	0.092436083	-0.025309733	-0.019933176	0.564333029	0.467460639	0	49.04268449	152.4470496	410.326258	67.88566231
2021-09	16.42090669	2.133016405	8.756346152	11.72885621	0.969555327	1.409189883	3.051063199	6.135686955	7.12818619	4.347105914	5.058891128	0.478239069	0.973713494	4.918374925	7.26833034	3.111508561	0	0.004673283	0.049435444	-0.073971719	1.526126792	3.959068022	5.007256172	12.49846829	2.57264262	0.613415711	0.203902851	0.078475436	-0.027338573	-0.016867323	0.503695985	0.397323445	0	52.67899906	156.7912616	419.754656	70.32254684
2021-10	15.08846844	2.391923724	8.371492262	11.04292321	0.832547128	1.33410549	2.808622831	6.328342874	6.904646571	4.102836794	4.974990155	0.409888034	1.399544312	4.471316519	6.62816255	3.76943782	0	0.008501688	0.025775931	-0.075726517	1.249797	3.535510899	4.726014792	12.23370718	2.079076953	0.651301161	0.183323813	0.064341345	-0.028617758	-0.013770708	0.439048726	0.426253502	0	57.23810219	159.6252271	419.2051211	73.70929198
2021-11	13.20750464	2.457101837	8.117693915	10.62472505	0.792588807	1.159847427	2.534254043	6.315166344	6.625367982	3.720937851	4.779979477	0.340174341	1.354801163	4.079537623	5.799448288	3.566185396	0	0.011777218	0.00396685	-0.075791306	1.276104248	3.203599271	4.598377255	13.41074804	1.993286314	0.592372043	0.161136202	0.050333836	-0.029196669	-0.010708341	0.372085218	0.363765483	0	63.33653296	160.2832915	417.6264373	76.08317677
2021-12	18.55048713	2.306620103	8.106921525	11.31585221	0.760774542	1.579818222	3.536637053	6.67700414	7.201509892	4.002810044	5.468870277	0.270628532	1.687436305	3.965345865	5.477616487	4.511934507	0	0.014489652	-0.015740659	-0.074333789	1.234258686	2.880806821	4.551535926	12.54186985	1.556209012	0.527488396	0.137944628	0.036720402	-0.029133756	-0.007738044	0.304376357	0.300250956	0	63.81839	157.0098836	402.5730931	75.39800954
2022-01	20.42816163	2.625054139	9.055087944	12.31154961	1.036926213	1.446195573	3.628049021	6.849118074	7.016007414	4.416438818	6.019494591	0.202624732	1.633059207	3.863266364	6.818415536	5.412870017	0	0.016641049	0.066837396	-0.071535348	2.911912507	3.772677479	4.298348011	15.80904209	1.131715261	0.458543345	0.114313319	0.023733902	-0.028494459	-0.004910016	0.237350855	0.237082863	0	64.81569353	158.0836189	394.8936214	73.09339885
2022-02	20.52950545	3.159143689	9.527335961	11.90144627	1.444724192	1.397011277	3.997758811	6.907038253	6.788735035	4.860375938	5.994666582	0.237368818	1.951458634	3.374129487	6.048766369	5.635454575	0	0.018244485	0.059820897	-0.067586045	3.443562695	4.079907521	4.024511928	16.57331625	0.927036579	0.387321933	0.090758875	0.011571375	-0.027349202	-0.00226659	0.172280885	0.175489922	0	65.67695284	161.5683082	391.4442245	72.33738125
2022-03	19.35012478	3.01664141	9.241812458	11.83432434	1.382847889	1.544805186	4.170542447	6.841025648	6.228415193	4.522711827	6.832428042	0.183891119	1.878988946	2.866423707	5.235106792	5.503071586	0	0.019322688	0.052309631	-0.062679951	3.473176611	4.814816409	4.037569215	18.20969668	0.564285034	0.315476223	0.067744697	0.000393673	-0.025771488	0.000157824	0.110272295	0.116546477	0	65.65854716	166.7731625	387.3308828	70.79021778
2022-04	18.60167968	2.828056531	9.020005056	11.55722812	1.299502259	1.406923599	4.42263687	6.444793792	5.519559032	4.42835989	6.709764796	0.132083367	2.176186448	2.352160032	4.398111036	5.193865464	0	0.019906617	0.044503298	-0.057010867	3.350365603	4.59993808	3.668569388	19.17824513	0.826522942	0.24450556	0.045677044	-0.009674132	-0.023836114	0.002336641	0.052259119	0.061166446	0	69.4488111	169.3620681	383.8622576	70.34196631
2022-05	21.17604549	2.70176901	8.679978293	11.65669696	1.198501147	1.2546917	4.461069113	6.199289245	5.171197306	4.11487595	6.425172578	0.182814723	2.080140471	2.042279523	3.556852636	4.911702645	0	0.02003402	0.036587533	0.049231526	3.872828383	4.834548822	3.283098157	20.98637383	0.666006601	0.175741851	0.024902614	-0.018541675	-0.021617556	0.004250844	-0.000997923	0.01010109	0	75.63107243	176.5048417	389.5632498	72.75170065
2022-06	21.36945381	2.45407486	9.02035464	12.47308497	1.083630123	1.292589156	4.166436749	5.634349368	4.534247807	3.870442884	6.280536131	0.144816649	1.952096282	1.762541475	2.728583023	4.879522055	0	0.019748003	0.028731593	0.063865049	4.105588318	4.669007514	3.290512085	23.69396219	0.728221762	0.510339677	0.005707576	-0.026151629	-0.019188503	0.005888609	-0.048909302	-0.036059753	0	79.22248618	181.0632412	387.5028777	74.66542755
2022-07	22.09613223	2.182068628	8.60628626	12.55837249	1.158573599	1.240845084	4.017938887	5.433216491	5.090308301	3.713044268	6.504752605	0.10772205	1.797814586	1.715526402	2.72856871	4.832969083	0	0.019095628	0.021086616	0.075757918	4.012960493	4.366640186	3.031374379	24.33691246	0.529650972	0.481270927	-0.01168211	-0.032477556	0.183381415	0.007244826	0.308948643	-0.076883316	0	86.07030883	186.9645359	404.0584854	76.75447321
2022-08	21.80822016	1.893621646	8.561498993	12.2239638	1.042851255	1.289458517	3.943932034	5.243532572	4.84895658	3.557124627	6.13645238	0.272182469	1.823004768	1.918902308	2.033984455	4.474412027	0	0.018126577	0.013784404	0.084946343	3.869336241	4.027176787	2.777522956	25.28882946	0.340344241	0.445483633	-0.027099186	-0.037521338	0.202026714	0.008320524	0.304841821	-0.112086856	0	89.21194303	188.9764104	401.6573625	77.97952484
2022-09	23.31293489	1.79614693	8.129960473	13.43851671	0.917844121	1.547421437	3.758447225	5.267946394	5.5147609	3.405654459	7.02225313	0.654753197	1.649215837	2.583562577	2.368178936	4.182222435	0	0.0168919	0.106936725	0.091516998	3.982687689	3.761116193	2.833506216	26.29977817	0.163161299	0.504365395	-0.04043257	-0.041310316	0.314766948	0.009122242	0.395048844	-0.141528306	0	102.515175	192.9075692	416.2432047	85.3224808
2022-10	23.08091945	1.512496747	8.178976595	14.44284399	1.286980817	1.428639636	3.556341952	4.824559905	5.463689569	2.961218217	7.179028742	0.665971789	1.459821482	2.330085568	1.82159039	4.275607354	0	0.015442853	0.10863508	0.095600247	3.685050239	4.486439334	2.627221026	28.18363645	0.000433425	0.467271674	-0.051623964	-0.043894189	0.329937819	0.009661344	0.388334188	-0.165195044	0	112.8177802	197.1874608	422.5455985	90.76469156
2022-11	24.23048717	1.226961647	8.159511573	14.57788166	1.193464228	1.293163222	3.943320368	4.569020867	5.40845158	2.802001236	7.016546219	0.662749085	1.660170133	3.255354549	1.493228891	4.194141634	0	0.013829853	0.107990897	0.097363167	3.643475528	4.989501374	2.329019934	28.41543617	0.153969669	0.424541891	-0.06066374	-0.045341792	0.336992847	0.009953308	0.374524314	-0.183191208	0	122.4337693	199.235614	431.1268411	96.82738741
2022-12	28.20048837	1.245440825	8.658802822	16.24785793	1.385430013	1.545371185	3.972734535	5.427655316	5.850568359	2.562665928	6.709981023	0.84659367	1.887280516	3.162989541	4.207838964	4.816939654	0	0.012101556	0.105251315	0.097002531	3.493188779	5.422467183	2.634058553	29.13574719	0.649072896	0.377594249	-0.067586263	-0.045737798	0.336602516	0.01001701	0.354604941	0.204276069	0	131.8394841	198.7542396	427.9874225	106.1472659
2023-01	33.98947968	1.297163268	9.614988889	17.38587942	1.990490619	1.521450928	5.299752594	7.091873214	6.231462092	3.036010832	7.959872726	1.035121924	1.73393425	3.936601242	6.706831251	5.201119078	0	0.010304058	0.200680665	0.094737909	4.628066928	5.463687067	2.595912139	31.92131217	1.001684342	0.427789486	-0.072464809	-0.045179448	0.429519167	0.009874002	0.329585407	0.228911097	0	131.9078378	193.2059178	411.1421973	105.0722113
2023-02	36.71978227	1.077770201	9.543256572	18.20238117	1.935235353	1.489493678	5.128073796	7.487831857	6.82963721	3.68130103	8.005577805	1.024094913	1.561243926	3.854119749	6.661787684	5.002858178	0	0.008480229	0.202553466	0.09080499	4.356895924	5.771511221	2.769662123	33.7498944	0.979000957	0.384409409	-0.075406204	-0.043773344	0.424553769	0.009547814	0.300476118	0.3465044	0	135.0111993	197.8283099	409.7986507	104.5632179
2023-03	39.68265896	0.858761037	9.527832355	19.05318512	2.146800906	1.45094228	4.891001401	7.154437999	6.851402073	3.388436187	8.106600819	0.993688705	1.374597756	5.522804009	8.28801272	4.864366205	0	0.006669178	0.200187918	0.085449263	4.125704102	5.573122736	2.470643867	33.78062053	1.039005891	0.337679152	-0.076545335	-0.041632383	0.411593837	0.009063289	0.268268235	0.365408285	0	143.6640007	197.0318966	409.1334858	103.9738594
2023-04	39.87559479	0.844477569	9.683393913	18.83784497	2.354273885	1.307227176	4.499816218	7.131294767	7.133962407	4.057089104	7.775389516	1.146449344	1.479124248	5.494163764	9.445854997	4.702436105	0	0.004905848	0.294055167	0.078920124	4.55511738	5.223110644	2.152114559	33.55266163	1.792230214	0.288868338	-0.076039647	-0.038872871	0.39169802	0.00844595	0.233915776	0.375113616	0	157.2182419	201.1544866	418.0321676	105.9439596
2023-05	41.45172515	0.654732896	9.629731437	18.96728194	2.253914089	1.851739039	6.557753229	7.467839963	7.60558746	4.077734948	7.881791553	1.101004932	1.303615606	6.278504268	10.05899595	5.422650293	0	0.003220734	0.492654587	0.071465497	4.610486983	6.423637549	1.92239589	34.49644539	1.794287501	0.339161238	-0.074063734	-0.035611852	0.365957825	0.007721426	0.198320248	0.876346141	0	171.8526942	199.581728	419.1603379	105.2981707
2023-06	42.50120797	0.570868032	9.848840579	19.60442958	2.11851199	2.144764935	7.178741474	8.601373839	7.577938258	3.974761508	8.179917555	1.138084863	1.219585515	6.258840636	10.96964288	5.202390056	0	0.001639718	0.901540973	0.163327022	4.548109886	6.515639012	2.297201171	32.95592187	1.760253308	0.397641624	-0.070804138	0.368035301	0.335472493	0.006914927	0.362317867	1.609928491	0	190.1866473	195.4546106	427.8524844	102.7309972
2023-07	46.19571835	0.603972295	10.069062	20.30577386	2.554279862	2.345592942	7.974056065	9.189526852	8.301495212	4.242590182	8.984632605	1.268695103	1.339566724	6.655966555	11.40983227	5.440108042	0	0.000184008	0.931507902	0.162735854	5.361008301	6.168127549	2.5285819	34.53033226	2.094417469	0.462321138	-0.066454419	0.403957033	0.401326244	0.006050778	0.342669367	1.977954036	0	231.8634722	207.5911128	445.6183666	109.0859211
2023-08	46.17686332	0.461686685	9.885880031	20.27086823	2.915385349	2.43942629	9.150358076	9.855074026	7.746666566	4.718784185	8.329183499	1.300870417	1.180758477	6.62026055	10.93780607	5.985252068	0	-0.001129811	0.939847979	0.158949086	5.025396708	5.752004681	2.486252918	33.25669496	2.033276864	0.431286279	-0.061210583	0.428207452	0.372568095	0.005152029	0.31813233	2.029617946	0	267.3153452	210.8821425	455.0152932	117.1236341
2023-09	47.07635653	0.924395902	9.963298662	20.1340358	2.782072581	2.515087777	8.826022724	9.796965002	7.392387453	4.612983104	8.672695633	1.423810792	1.314215885	6.415719935	11.29422637	5.856176651	0	-0.002289651	0.928557089	0.152362013	4.722838341	5.982454006	2.938431776	32.9652875	2.237584783	0.594729179	0.24473308	0.441468679	0.3392344	0.004240114	0.28968635	2.035523106	0	321.335724	209.5864263	463.6322213	123.5751032
